-27.176,-31.126,-35.076,-34.918,-19.14291196867,-23.0957982213226,-27.0430544367392,-26.9027352845413,-27.492,-31.442,-34.76,-35.234,-19.4588051219091,-23.4117269235495,-26.7271256732259,-27.2184129224949
-27.966,-31.6,-35.234,-38.236,-19.9425789579156,-23.5891083368954,-27.2306139608255,-30.2598391779844,-27.966,-31.916,-34.918,-38.552,-19.9425432312541,-23.9050365986337,-26.9145780064315,-30.5757303979763
-27.966,-34.76,-36.024,-37.762,-19.9521325681518,-26.768753741561,-28.0499429744485,-29.8254932031676,-28.124,-34.444,-36.182,-37.762,-20.1101684040858,-26.4525371996598,-28.2078341239877,-29.8253831067433
-30.968,-31.126,-34.128,-36.34,-22.9639668439672,-23.1544475405145,-26.1842346104364,-28.4438455010527,-31.284,-31.758,-34.76,-36.498,-23.2799668439672,-23.7863386062701,-26.8160515170158,-28.6017712262452
-30.02,-30.494,-35.234,-35.708,-22.0257595426866,-22.5427725795513,-27.3198437880343,-27.8528256949756,-30.968,-30.652,-34.76,-34.76,-22.9737595426866,-22.7008456552736,-26.8461393466704,-26.9049008456106
-27.966,-31.758,-33.496,-35.55,-19.9819078197689,-23.826671819094,-25.6128309245674,-27.7365118743424,-28.756,-31.916,-35.55,-35.708,-20.7717993059951,-23.9848556047471,-27.6664208997006,-27.8944738630449
-28.282,-27.808,-32.548,-34.128,-20.3080155434466,-19.8973182223081,-24.6954945151766,-26.3563704132171,-28.44,-27.65,-34.76,-34.76,-20.4659429744485,-19.739170301897,-26.9073441059066,-26.988216648478
-27.492,-27.966,-33.022,-33.812,-19.5281183814917,-20.0756810618102,-25.2005381621933,-26.0825043663775,-27.966,-29.388,-34.444,-33.97,-20.0020091912489,-21.497569461987,-26.622576090994,-26.2403877654828
-25.28,-29.546,-33.812,-35.708,-17.326069912198,-21.6758649401331,-26.0219251938,-28.0211005987685,-25.912,-30.178,-34.128,-37.762,-17.958069912198,-22.3077526931208,-26.3376956814572,-30.0749041526831
-27.334,-28.756,-33.812,-36.972,-19.3898684336671,-20.9064287652651,-26.053193295822,-29.3279970499697,-27.65,-29.862,-33.496,-39.342,-19.7057952031478,-22.012315864847,-25.7374247366358,-31.6978382197875
-29.546,-29.862,-33.654,-39.026,-21.6118060645542,-22.0327332541068,-25.926953793987,-31.4254663502829,-30.02,-30.968,-33.654,-40.606,-22.0858060645542,-23.1386197143276,-25.9268760106519,-33.005265731981
-26.544,-31.758,-37.13,-33.97,-18.6201415934486,-23.9493044531184,-29.4344661133122,-26.4134684389115,-28.44,-31.6,-35.708,-35.55,-20.5159205745121,-23.7912663921377,-28.0127013509915,-27.9933468246481
-24.49,-30.494,-37.762,-34.76,-16.5762132403388,-22.7061062665498,-30.0986256038463,-27.2482072431484,-26.86,-30.968,-35.076,-35.392,-18.9460654546058,-23.1801062665498,-27.4129022561136,-27.8803710552498
-24.648,-31.284,-36.972,-34.286,-16.7445741736097,-23.5171787192759,-29.3412013383537,-26.8191916852947,-25.438,-30.968,-34.602,-33.97,-17.5345371144099,-23.2012172103938,-26.9716793924764,-26.5035639486418
-26.386,-29.072,-35.392,-35.708,-18.4924832926208,-21.3261756408738,-27.7941154041906,-28.2867046103381,-27.492,-28.914,-32.074,-34.918,-19.5984089610556,-21.1681756408738,-24.4767176932163,-27.4970805300124
-23.384,-30.81,-32.39,-36.182,-15.5007190948162,-23.0855215166998,-24.8257324557605,-28.8064498345421,-24.332,-30.652,-29.862,-35.392,-16.448756371001,-22.927638271612,-22.2981776089402,-28.0167871941143
-24.648,-33.022,-30.968,-39.658,-16.7745738502964,-25.3184763237574,-23.4370011692857,-32.3280348565542,-26.228,-32.232,-29.546,-38.552,-18.3546112317208,-24.5285154500849,-22.0153681649711,-31.2226733204644
-25.754,-34.76,-33.18,-41.08,-17.890906231172,-27.0778575386704,-25.6824402585658,-33.7963418127425,-27.492,-34.444,-31.916,-39.658,-19.6288312498287,-26.7619362132759,-24.4184402585658,-32.3750291233052
-25.754,-31.442,-33.338,-39.026,-17.9011185039112,-23.7814720704963,-25.8745017503742,-31.7895489298328,-26.228,-29.862,-33.18,-37.762,-18.3751561032512,-22.2015116187992,-25.7162948014969,-30.52624253243
-28.598,-31.126,-34.444,-38.394,-20.7553601479791,-23.4876394971833,-27.0141501062669,-31.2057093924679,-29.388,-29.862,-33.654,-36.34,-21.5453601479791,-22.2238383158054,-26.2238999647192,-29.1520593365566
-27.176,-30.968,-35.076,-37.762,-19.3433664211031,-23.3515269489483,-27.6800832932396,-30.6222599652201,-27.334,-31.284,-35.392,-36.972,-19.5014798588211,-23.6674869763248,-27.9958313557911,-29.8323040975867
-28.44,-26.07,-34.918,-36.182,-20.6175900705507,-18.475529507754,-27.5565122544542,-29.0907506028488,-29.072,-25.754,-34.918,-35.076,-21.2498175900292,-18.1594893258452,-27.5563430955817,-27.9848396347269
-28.914,-25.912,-36.34,-35.708,-21.1021087050051,-18.3399294971004,-29.0133557626847,-28.6660180416561,-28.914,-26.544,-36.182,-34.76,-21.1021847619138,-18.9716871442997,-28.8551002298023,-27.7178833479058
-26.544,-27.176,-34.286,-37.604,-18.7427338737211,-19.6257970683507,-26.9944872734238,-30.6110716504558,-26.702,-27.492,-34.128,-36.972,-18.9007338737211,-19.9415534894928,-26.8363157246267,-29.9790716504558
-25.754,-28.282,-34.128,-38.394,-17.9629689857069,-20.754019594678,-26.8718630096578,-31.4500746388787,-25.912,-28.282,-34.444,-37.92,-18.1210454733152,-20.7538155820912,-27.1877766421253,-30.9763941342155
-26.228,-29.862,-32.864,-39.342,-18.4477308920419,-22.3558212255836,-25.6435684334532,-32.4479325375571,-26.544,-28.756,-32.864,-39.342,-18.763807600336,-21.2498212255836,-25.6435684334532,-32.448254608699
-28.914,-29.862,-33.18,-35.708,-21.1439468631862,-22.3782650434972,-25.9949472420083,-28.8648382241715,-29.072,-29.862,-33.022,-35.234,-21.3021391582295,-22.3782650434972,-25.8369472420083,-28.3906527138404
-26.86,-30.652,-33.812,-35.076,-19.1006147553657,-23.1906131604323,-26.6633965085324,-28.2841489136788,-26.702,-29.546,-33.654,-35.076,-18.9426147553657,-22.0846545703055,-26.5052643259495,-28.2834477906484
-26.07,-30.652,-34.128,-34.76,-18.3211192803442,-23.2133198578638,-27.0152459805939,-28.0193425832213,-26.544,-30.494,-34.128,-34.76,-18.7952353001781,-23.0554863121982,-27.0154677168584,-28.0186831781984
-27.808,-30.81,-34.444,-36.182,-20.0698078017145,-23.3938865824243,-27.3678614202775,-29.4928781683283,-27.176,-29.704,-34.602,-36.34,-19.4378853631529,-22.2879702091602,-27.5258614202775,-29.6507357973583
-27.334,-33.18,-33.97,-36.656,-19.606526004897,-25.7868134646302,-26.9299939075859,-30.0187029903462,-26.386,-31.916,-33.654,-37.13,-18.6586426699813,-24.5228134646302,-26.6143532278598,-30.4926073746738
-27.334,-34.918,-36.182,-39.5,-19.6168449158776,-27.5476815445066,-29.1792554671731,-32.9148592866885,-26.86,-33.022,-36.182,-41.08,-19.1428449158777,-25.6515549043584,-29.1790294783276,-34.4945222094497
-28.44,-38.394,-35.55,-38.868,-20.7332692835865,-31.0461911384457,-28.584024244016,-32.3354391822136,-28.914,-36.34,-36.498,-41.396,-21.2073474730727,-28.9924880067202,-29.532024244016,-34.8630027073189
-31.126,-35.392,-34.286,-38.078,-23.4299956797423,-28.0677839779212,-27.3579782612116,-31.5986351958275,-31.442,-31.916,-34.286,-39.816,-23.74595647946,-24.5918265887314,-27.3576579560279,-33.3361956463447
-29.546,-33.654,-33.18,-37.92,-21.8607904338146,-26.3534459721151,-26.2894301924877,-31.4943009604577,-29.546,-31.758,-33.496,-38.394,-21.860908355938,-24.4577456621591,-26.6055222622871,-31.9680550701945
-26.386,-34.918,-30.336,-38.236,-18.7117720544743,-27.6407889754067,-23.4838008097232,-31.8644840178594,-26.228,-32.548,-30.494,-38.078,-18.5537720544743,-25.2712190747956,-23.6419860650445,-31.7065335326663
-27.334,-30.81,-30.336,-36.34,-19.6708232106843,-23.5570164078318,-23.5219362360838,-30.0229839350862,-27.808,-28.756,-29.704,-37.13,-20.1447836885469,-21.5029731976688,-22.8897033079512,-30.812934088767
-26.702,-30.968,-32.548,-35.708,-19.0498252815505,-23.7389665498241,-25.771732965999,-29.4455949363276,-27.492,-29.23,-32.706,-36.34,-19.8397063955989,-22.0009231415251,-25.9300140949986,-30.0774444184871
-23.384,-31.442,-35.076,-36.972,-15.7425391676036,-24.2365899912676,-28.338169330875,-30.7644595478239,-24.174,-30.652,-33.654,-38.394,-16.5325391676036,-23.4464591862018,-26.9162164533098,-32.1862575688533
-26.86,-30.652,-36.024,-38.71,-19.2292810102128,-23.4707125891429,-29.3244453678675,-32.5575717694108,-26.386,-30.178,-34.76,-39.974,-18.7551615029984,-22.9963622136439,-28.0605875277506,-33.8213177066606
-27.808,-31.126,-36.814,-40.448,-20.1880507596925,-23.9682393692895,-30.1529343573213,-34.3510790020734,-27.492,-30.968,-35.55,-41.554,-19.8721306396148,-23.8099754476078,-28.8890296541217,-35.4568744933623
-25.28,-32.39,-37.446,-36.182,-17.6712888586045,-25.2562210171181,-30.8242575615204,-30.1409266368,-25.596,-32.39,-35.234,-36.498,-17.9872488119384,-25.2560001231081,-28.612736699794,-30.4569780753781
